chromosome	coordinate	coverage
ENA|K03455|K03455.1	271	857
ENA|K03455|K03455.1	272	856
ENA|K03455|K03455.1	273	787
ENA|K03455|K03455.1	274	807
ENA|K03455|K03455.1	275	785
ENA|K03455|K03455.1	276	785
ENA|K03455|K03455.1	277	787
ENA|K03455|K03455.1	278	787
ENA|K03455|K03455.1	279	786
ENA|K03455|K03455.1	280	782
ENA|K03455|K03455.1	281	780
ENA|K03455|K03455.1	282	781
ENA|K03455|K03455.1	283	775
ENA|K03455|K03455.1	284	772
ENA|K03455|K03455.1	285	767
ENA|K03455|K03455.1	286	769
ENA|K03455|K03455.1	287	782
ENA|K03455|K03455.1	288	736
ENA|K03455|K03455.1	289	711
ENA|K03455|K03455.1	290	708
ENA|K03455|K03455.1	291	703
ENA|K03455|K03455.1	292	700
ENA|K03455|K03455.1	293	698
ENA|K03455|K03455.1	294	695
ENA|K03455|K03455.1	295	699
ENA|K03455|K03455.1	296	705
ENA|K03455|K03455.1	297	702
ENA|K03455|K03455.1	298	704
ENA|K03455|K03455.1	299	700
ENA|K03455|K03455.1	300	706
ENA|K03455|K03455.1	301	703
ENA|K03455|K03455.1	302	717
ENA|K03455|K03455.1	303	707
ENA|K03455|K03455.1	304	698
ENA|K03455|K03455.1	305	705
ENA|K03455|K03455.1	306	704
ENA|K03455|K03455.1	307	716
ENA|K03455|K03455.1	308	720
ENA|K03455|K03455.1	309	715
ENA|K03455|K03455.1	310	715
ENA|K03455|K03455.1	311	717
ENA|K03455|K03455.1	312	718
ENA|K03455|K03455.1	313	716
ENA|K03455|K03455.1	314	727
ENA|K03455|K03455.1	315	730
ENA|K03455|K03455.1	316	744
ENA|K03455|K03455.1	317	757
ENA|K03455|K03455.1	318	754
ENA|K03455|K03455.1	319	749
ENA|K03455|K03455.1	320	753
ENA|K03455|K03455.1	321	752
ENA|K03455|K03455.1	322	788
ENA|K03455|K03455.1	323	768
ENA|K03455|K03455.1	324	748
ENA|K03455|K03455.1	325	740
ENA|K03455|K03455.1	326	748
ENA|K03455|K03455.1	327	728
ENA|K03455|K03455.1	328	782
ENA|K03455|K03455.1	329	643
ENA|K03455|K03455.1	330	631
ENA|K03455|K03455.1	331	646
ENA|K03455|K03455.1	332	652
ENA|K03455|K03455.1	333	655
ENA|K03455|K03455.1	334	655
ENA|K03455|K03455.1	335	638
ENA|K03455|K03455.1	336	638
ENA|K03455|K03455.1	337	638
ENA|K03455|K03455.1	338	644
ENA|K03455|K03455.1	339	681
ENA|K03455|K03455.1	340	680
ENA|K03455|K03455.1	341	665
ENA|K03455|K03455.1	342	668
ENA|K03455|K03455.1	343	667
ENA|K03455|K03455.1	344	714
ENA|K03455|K03455.1	345	716
ENA|K03455|K03455.1	346	739
ENA|K03455|K03455.1	347	742
ENA|K03455|K03455.1	348	627
ENA|K03455|K03455.1	349	627
ENA|K03455|K03455.1	350	627
ENA|K03455|K03455.1	351	628
ENA|K03455|K03455.1	352	630
ENA|K03455|K03455.1	353	626
ENA|K03455|K03455.1	354	628
ENA|K03455|K03455.1	355	623
ENA|K03455|K03455.1	356	626
ENA|K03455|K03455.1	357	619
ENA|K03455|K03455.1	358	626
ENA|K03455|K03455.1	359	629
ENA|K03455|K03455.1	360	633
ENA|K03455|K03455.1	361	628
ENA|K03455|K03455.1	362	625
ENA|K03455|K03455.1	363	625
ENA|K03455|K03455.1	364	624
ENA|K03455|K03455.1	365	626
ENA|K03455|K03455.1	366	625
ENA|K03455|K03455.1	367	628
ENA|K03455|K03455.1	368	630
ENA|K03455|K03455.1	369	621
ENA|K03455|K03455.1	370	634
ENA|K03455|K03455.1	371	634
ENA|K03455|K03455.1	372	634
ENA|K03455|K03455.1	373	633
ENA|K03455|K03455.1	374	629
ENA|K03455|K03455.1	375	633
ENA|K03455|K03455.1	376	634
ENA|K03455|K03455.1	377	637
ENA|K03455|K03455.1	378	627
ENA|K03455|K03455.1	379	621
ENA|K03455|K03455.1	380	622
ENA|K03455|K03455.1	381	619
ENA|K03455|K03455.1	382	622
ENA|K03455|K03455.1	383	615
ENA|K03455|K03455.1	384	609
ENA|K03455|K03455.1	385	612
ENA|K03455|K03455.1	386	604
ENA|K03455|K03455.1	387	604
ENA|K03455|K03455.1	388	590
ENA|K03455|K03455.1	389	596
ENA|K03455|K03455.1	390	596
ENA|K03455|K03455.1	391	596
ENA|K03455|K03455.1	392	596
ENA|K03455|K03455.1	393	594
ENA|K03455|K03455.1	394	602
ENA|K03455|K03455.1	395	602
ENA|K03455|K03455.1	396	605
ENA|K03455|K03455.1	397	607
ENA|K03455|K03455.1	398	589
ENA|K03455|K03455.1	399	591
ENA|K03455|K03455.1	400	585
ENA|K03455|K03455.1	401	585
ENA|K03455|K03455.1	402	587
ENA|K03455|K03455.1	403	560
ENA|K03455|K03455.1	404	563
ENA|K03455|K03455.1	405	555
ENA|K03455|K03455.1	406	555
ENA|K03455|K03455.1	407	555
ENA|K03455|K03455.1	408	551
ENA|K03455|K03455.1	409	551
ENA|K03455|K03455.1	410	551
ENA|K03455|K03455.1	411	554
ENA|K03455|K03455.1	412	557
ENA|K03455|K03455.1	413	557
ENA|K03455|K03455.1	414	558
ENA|K03455|K03455.1	415	555
ENA|K03455|K03455.1	416	556
ENA|K03455|K03455.1	417	555
ENA|K03455|K03455.1	418	569
ENA|K03455|K03455.1	419	568
ENA|K03455|K03455.1	420	553
ENA|K03455|K03455.1	421	540
ENA|K03455|K03455.1	422	540
ENA|K03455|K03455.1	423	527
ENA|K03455|K03455.1	424	545
ENA|K03455|K03455.1	425	545
ENA|K03455|K03455.1	426	543
ENA|K03455|K03455.1	427	542
ENA|K03455|K03455.1	428	528
ENA|K03455|K03455.1	429	526
ENA|K03455|K03455.1	430	530
ENA|K03455|K03455.1	431	518
ENA|K03455|K03455.1	432	519
ENA|K03455|K03455.1	433	499
ENA|K03455|K03455.1	434	467
ENA|K03455|K03455.1	435	469
ENA|K03455|K03455.1	436	467
ENA|K03455|K03455.1	437	466
ENA|K03455|K03455.1	438	469
ENA|K03455|K03455.1	439	468
ENA|K03455|K03455.1	440	465
ENA|K03455|K03455.1	441	465
ENA|K03455|K03455.1	442	464
ENA|K03455|K03455.1	443	466
ENA|K03455|K03455.1	444	465
ENA|K03455|K03455.1	445	466
ENA|K03455|K03455.1	446	471
ENA|K03455|K03455.1	447	474
ENA|K03455|K03455.1	448	431
ENA|K03455|K03455.1	449	436
ENA|K03455|K03455.1	450	436
ENA|K03455|K03455.1	451	436
ENA|K03455|K03455.1	452	439
ENA|K03455|K03455.1	453	422
ENA|K03455|K03455.1	454	424
ENA|K03455|K03455.1	455	430
ENA|K03455|K03455.1	456	430
ENA|K03455|K03455.1	457	429
ENA|K03455|K03455.1	458	417
ENA|K03455|K03455.1	459	429
ENA|K03455|K03455.1	460	451
ENA|K03455|K03455.1	461	466
ENA|K03455|K03455.1	462	493
ENA|K03455|K03455.1	463	490
ENA|K03455|K03455.1	464	862
ENA|K03455|K03455.1	465	875
ENA|K03455|K03455.1	466	868
ENA|K03455|K03455.1	467	870
ENA|K03455|K03455.1	468	880
ENA|K03455|K03455.1	469	1308
ENA|K03455|K03455.1	470	1318
ENA|K03455|K03455.1	471	1329
ENA|K03455|K03455.1	472	1330
ENA|K03455|K03455.1	473	1315
ENA|K03455|K03455.1	474	1593
ENA|K03455|K03455.1	475	1678
ENA|K03455|K03455.1	476	1680
ENA|K03455|K03455.1	477	1683
ENA|K03455|K03455.1	478	1673
ENA|K03455|K03455.1	479	1733
ENA|K03455|K03455.1	480	1735
ENA|K03455|K03455.1	481	1794
ENA|K03455|K03455.1	482	1812
ENA|K03455|K03455.1	483	1803
ENA|K03455|K03455.1	484	1813
ENA|K03455|K03455.1	485	1828
ENA|K03455|K03455.1	486	1831
ENA|K03455|K03455.1	487	1840
ENA|K03455|K03455.1	488	1834
ENA|K03455|K03455.1	489	1854
ENA|K03455|K03455.1	490	1884
ENA|K03455|K03455.1	491	1932
ENA|K03455|K03455.1	492	1964
ENA|K03455|K03455.1	493	1961
ENA|K03455|K03455.1	494	1977
ENA|K03455|K03455.1	495	1978
ENA|K03455|K03455.1	496	2208
ENA|K03455|K03455.1	497	2301
ENA|K03455|K03455.1	498	2313
ENA|K03455|K03455.1	499	2329
ENA|K03455|K03455.1	500	2388
ENA|K03455|K03455.1	501	2413
ENA|K03455|K03455.1	502	2503
ENA|K03455|K03455.1	503	2508
ENA|K03455|K03455.1	504	2550
ENA|K03455|K03455.1	505	2588
ENA|K03455|K03455.1	506	2576
ENA|K03455|K03455.1	507	2577
ENA|K03455|K03455.1	508	2572
ENA|K03455|K03455.1	509	2611
ENA|K03455|K03455.1	510	2647
ENA|K03455|K03455.1	511	2659
ENA|K03455|K03455.1	512	2664
ENA|K03455|K03455.1	513	2662
ENA|K03455|K03455.1	514	2741
ENA|K03455|K03455.1	515	2736
ENA|K03455|K03455.1	516	3117
ENA|K03455|K03455.1	517	3122
ENA|K03455|K03455.1	518	3110
ENA|K03455|K03455.1	519	3109
ENA|K03455|K03455.1	520	3108
ENA|K03455|K03455.1	521	3142
ENA|K03455|K03455.1	522	3149
ENA|K03455|K03455.1	523	3175
ENA|K03455|K03455.1	524	3176
ENA|K03455|K03455.1	525	3126
ENA|K03455|K03455.1	526	3305
ENA|K03455|K03455.1	527	3308
ENA|K03455|K03455.1	528	3333
ENA|K03455|K03455.1	529	3334
ENA|K03455|K03455.1	530	3334
ENA|K03455|K03455.1	531	3341
ENA|K03455|K03455.1	532	3367
ENA|K03455|K03455.1	533	3379
ENA|K03455|K03455.1	534	3384
ENA|K03455|K03455.1	535	3337
ENA|K03455|K03455.1	536	3385
ENA|K03455|K03455.1	537	3437
ENA|K03455|K03455.1	538	3446
ENA|K03455|K03455.1	539	3454
ENA|K03455|K03455.1	540	3449
ENA|K03455|K03455.1	541	3427
ENA|K03455|K03455.1	542	3443
ENA|K03455|K03455.1	543	3440
ENA|K03455|K03455.1	544	3505
ENA|K03455|K03455.1	545	3496
ENA|K03455|K03455.1	546	4459
ENA|K03455|K03455.1	547	4596
ENA|K03455|K03455.1	548	4671
ENA|K03455|K03455.1	549	4687
ENA|K03455|K03455.1	550	4778
ENA|K03455|K03455.1	551	5502
ENA|K03455|K03455.1	552	5538
ENA|K03455|K03455.1	553	5550
ENA|K03455|K03455.1	554	5554
ENA|K03455|K03455.1	555	5512
ENA|K03455|K03455.1	556	5798
ENA|K03455|K03455.1	557	5789
ENA|K03455|K03455.1	558	5824
ENA|K03455|K03455.1	559	5819
ENA|K03455|K03455.1	560	5855
ENA|K03455|K03455.1	561	5854
ENA|K03455|K03455.1	562	5861
ENA|K03455|K03455.1	563	5899
ENA|K03455|K03455.1	564	5905
ENA|K03455|K03455.1	565	5963
ENA|K03455|K03455.1	566	5971
ENA|K03455|K03455.1	567	6027
ENA|K03455|K03455.1	568	6030
ENA|K03455|K03455.1	569	6031
ENA|K03455|K03455.1	570	6032
ENA|K03455|K03455.1	571	6033
ENA|K03455|K03455.1	572	6030
ENA|K03455|K03455.1	573	6034
ENA|K03455|K03455.1	574	6033
ENA|K03455|K03455.1	575	6034
ENA|K03455|K03455.1	576	6031
ENA|K03455|K03455.1	577	6034
ENA|K03455|K03455.1	578	6035
ENA|K03455|K03455.1	579	6036
ENA|K03455|K03455.1	580	6037
ENA|K03455|K03455.1	581	6039
ENA|K03455|K03455.1	582	6033
ENA|K03455|K03455.1	583	6044
ENA|K03455|K03455.1	584	6045
ENA|K03455|K03455.1	585	6045
ENA|K03455|K03455.1	586	6046
ENA|K03455|K03455.1	587	6046
ENA|K03455|K03455.1	588	6046
ENA|K03455|K03455.1	589	6045
ENA|K03455|K03455.1	590	6042
ENA|K03455|K03455.1	591	6052
ENA|K03455|K03455.1	592	6020
ENA|K03455|K03455.1	593	6046
ENA|K03455|K03455.1	594	6049
ENA|K03455|K03455.1	595	6058
ENA|K03455|K03455.1	596	6061
ENA|K03455|K03455.1	597	6058
ENA|K03455|K03455.1	598	6064
ENA|K03455|K03455.1	599	6064
ENA|K03455|K03455.1	600	6070
ENA|K03455|K03455.1	601	6070
ENA|K03455|K03455.1	602	6070
ENA|K03455|K03455.1	603	6070
ENA|K03455|K03455.1	604	6071
ENA|K03455|K03455.1	605	6067
ENA|K03455|K03455.1	606	6045
ENA|K03455|K03455.1	607	6060
ENA|K03455|K03455.1	608	6082
ENA|K03455|K03455.1	609	6083
ENA|K03455|K03455.1	610	6083
ENA|K03455|K03455.1	611	6081
ENA|K03455|K03455.1	612	6083
ENA|K03455|K03455.1	613	6066
ENA|K03455|K03455.1	614	6073
ENA|K03455|K03455.1	615	6043
ENA|K03455|K03455.1	616	6137
ENA|K03455|K03455.1	617	6136
ENA|K03455|K03455.1	618	6138
ENA|K03455|K03455.1	619	6133
ENA|K03455|K03455.1	620	6141
ENA|K03455|K03455.1	621	6142
ENA|K03455|K03455.1	622	6141
ENA|K03455|K03455.1	623	6143
ENA|K03455|K03455.1	624	6145
ENA|K03455|K03455.1	625	6103
ENA|K03455|K03455.1	626	6146
ENA|K03455|K03455.1	627	6150
ENA|K03455|K03455.1	628	6151
ENA|K03455|K03455.1	629	6152
ENA|K03455|K03455.1	630	6153
ENA|K03455|K03455.1	631	6154
ENA|K03455|K03455.1	632	6154
ENA|K03455|K03455.1	633	6152
ENA|K03455|K03455.1	634	6144
ENA|K03455|K03455.1	635	6164
ENA|K03455|K03455.1	636	6151
ENA|K03455|K03455.1	637	6166
ENA|K03455|K03455.1	638	6167
ENA|K03455|K03455.1	639	6158
ENA|K03455|K03455.1	640	6171
ENA|K03455|K03455.1	641	6173
ENA|K03455|K03455.1	642	6162
ENA|K03455|K03455.1	643	6170
ENA|K03455|K03455.1	644	6175
ENA|K03455|K03455.1	645	6168
ENA|K03455|K03455.1	646	6167
ENA|K03455|K03455.1	647	6176
ENA|K03455|K03455.1	648	6143
ENA|K03455|K03455.1	649	6195
ENA|K03455|K03455.1	650	6189
ENA|K03455|K03455.1	651	6200
ENA|K03455|K03455.1	652	6195
ENA|K03455|K03455.1	653	6196
ENA|K03455|K03455.1	654	6202
ENA|K03455|K03455.1	655	6192
ENA|K03455|K03455.1	656	6196
ENA|K03455|K03455.1	657	6186
ENA|K03455|K03455.1	658	6193
ENA|K03455|K03455.1	659	6024
ENA|K03455|K03455.1	660	6037
ENA|K03455|K03455.1	661	6031
ENA|K03455|K03455.1	662	6030
ENA|K03455|K03455.1	663	6140
ENA|K03455|K03455.1	664	6197
ENA|K03455|K03455.1	665	6324
ENA|K03455|K03455.1	666	6349
ENA|K03455|K03455.1	667	6322
ENA|K03455|K03455.1	668	6339
ENA|K03455|K03455.1	669	6340
ENA|K03455|K03455.1	670	6354
ENA|K03455|K03455.1	671	6357
ENA|K03455|K03455.1	672	6352
ENA|K03455|K03455.1	673	6305
ENA|K03455|K03455.1	674	6201
ENA|K03455|K03455.1	675	6299
ENA|K03455|K03455.1	676	6310
ENA|K03455|K03455.1	677	6482
ENA|K03455|K03455.1	678	6481
ENA|K03455|K03455.1	679	6467
ENA|K03455|K03455.1	680	6473
ENA|K03455|K03455.1	681	6473
ENA|K03455|K03455.1	682	6487
ENA|K03455|K03455.1	683	6468
ENA|K03455|K03455.1	684	6480
ENA|K03455|K03455.1	685	6485
ENA|K03455|K03455.1	686	6456
ENA|K03455|K03455.1	687	6469
ENA|K03455|K03455.1	688	6506
ENA|K03455|K03455.1	689	6511
ENA|K03455|K03455.1	690	6463
ENA|K03455|K03455.1	691	6480
ENA|K03455|K03455.1	692	6465
ENA|K03455|K03455.1	693	6429
ENA|K03455|K03455.1	694	6477
ENA|K03455|K03455.1	695	6453
ENA|K03455|K03455.1	696	6521
ENA|K03455|K03455.1	697	6508
ENA|K03455|K03455.1	698	6490
ENA|K03455|K03455.1	699	6529
ENA|K03455|K03455.1	700	6537
ENA|K03455|K03455.1	701	6540
ENA|K03455|K03455.1	702	6536
ENA|K03455|K03455.1	703	6515
ENA|K03455|K03455.1	704	6345
ENA|K03455|K03455.1	705	6495
ENA|K03455|K03455.1	706	6557
ENA|K03455|K03455.1	707	6554
ENA|K03455|K03455.1	708	6555
ENA|K03455|K03455.1	709	6557
ENA|K03455|K03455.1	710	6524
ENA|K03455|K03455.1	711	6516
ENA|K03455|K03455.1	712	6475
ENA|K03455|K03455.1	713	6394
ENA|K03455|K03455.1	714	6228
ENA|K03455|K03455.1	715	6323
ENA|K03455|K03455.1	716	6408
ENA|K03455|K03455.1	717	6328
ENA|K03455|K03455.1	718	6429
ENA|K03455|K03455.1	719	6422
ENA|K03455|K03455.1	720	6375
ENA|K03455|K03455.1	721	6377
ENA|K03455|K03455.1	722	6300
ENA|K03455|K03455.1	723	6333
ENA|K03455|K03455.1	724	6496
ENA|K03455|K03455.1	725	6333
ENA|K03455|K03455.1	726	6333
ENA|K03455|K03455.1	727	6349
ENA|K03455|K03455.1	728	6302
ENA|K03455|K03455.1	729	6270
ENA|K03455|K03455.1	730	5991
ENA|K03455|K03455.1	731	6229
ENA|K03455|K03455.1	732	6266
ENA|K03455|K03455.1	733	6327
ENA|K03455|K03455.1	734	6325
ENA|K03455|K03455.1	735	6192
ENA|K03455|K03455.1	736	6333
ENA|K03455|K03455.1	737	6465
ENA|K03455|K03455.1	738	6361
ENA|K03455|K03455.1	739	6479
ENA|K03455|K03455.1	740	6131
ENA|K03455|K03455.1	741	6334
ENA|K03455|K03455.1	742	6198
ENA|K03455|K03455.1	743	6632
ENA|K03455|K03455.1	744	6639
ENA|K03455|K03455.1	745	6616
ENA|K03455|K03455.1	746	6583
ENA|K03455|K03455.1	747	6500
ENA|K03455|K03455.1	748	6467
ENA|K03455|K03455.1	749	6575
ENA|K03455|K03455.1	750	6620
ENA|K03455|K03455.1	751	6554
ENA|K03455|K03455.1	752	6619
ENA|K03455|K03455.1	753	6508
ENA|K03455|K03455.1	754	6436
ENA|K03455|K03455.1	755	6519
ENA|K03455|K03455.1	756	6251
ENA|K03455|K03455.1	757	6453
ENA|K03455|K03455.1	758	6458
ENA|K03455|K03455.1	759	6552
