chromosome	coordinate	coverage
ENA|K03455|K03455.1	95	970
ENA|K03455|K03455.1	96	976
ENA|K03455|K03455.1	97	973
ENA|K03455|K03455.1	98	969
ENA|K03455|K03455.1	99	972
ENA|K03455|K03455.1	100	982
ENA|K03455|K03455.1	101	980
ENA|K03455|K03455.1	102	983
ENA|K03455|K03455.1	103	990
ENA|K03455|K03455.1	104	996
ENA|K03455|K03455.1	105	1055
ENA|K03455|K03455.1	106	1058
ENA|K03455|K03455.1	107	1057
ENA|K03455|K03455.1	108	1059
ENA|K03455|K03455.1	109	1034
ENA|K03455|K03455.1	110	1034
ENA|K03455|K03455.1	111	1041
ENA|K03455|K03455.1	112	1073
ENA|K03455|K03455.1	113	1073
ENA|K03455|K03455.1	114	1068
ENA|K03455|K03455.1	115	1065
ENA|K03455|K03455.1	116	1065
ENA|K03455|K03455.1	117	1086
ENA|K03455|K03455.1	118	1086
ENA|K03455|K03455.1	119	1083
ENA|K03455|K03455.1	120	1083
ENA|K03455|K03455.1	121	1075
ENA|K03455|K03455.1	122	1078
ENA|K03455|K03455.1	123	1078
ENA|K03455|K03455.1	124	1089
ENA|K03455|K03455.1	125	1088
ENA|K03455|K03455.1	126	1084
ENA|K03455|K03455.1	127	1084
ENA|K03455|K03455.1	128	1084
ENA|K03455|K03455.1	129	1085
ENA|K03455|K03455.1	130	1085
ENA|K03455|K03455.1	131	1081
ENA|K03455|K03455.1	132	1081
ENA|K03455|K03455.1	133	1073
ENA|K03455|K03455.1	134	1082
ENA|K03455|K03455.1	135	1080
ENA|K03455|K03455.1	136	1082
ENA|K03455|K03455.1	137	1082
ENA|K03455|K03455.1	138	1081
ENA|K03455|K03455.1	139	1081
ENA|K03455|K03455.1	140	1081
ENA|K03455|K03455.1	141	1081
ENA|K03455|K03455.1	142	1083
ENA|K03455|K03455.1	143	1076
ENA|K03455|K03455.1	144	1037
ENA|K03455|K03455.1	145	1029
ENA|K03455|K03455.1	146	1027
ENA|K03455|K03455.1	147	1027
ENA|K03455|K03455.1	148	1027
ENA|K03455|K03455.1	149	1027
ENA|K03455|K03455.1	150	1026
ENA|K03455|K03455.1	151	1006
ENA|K03455|K03455.1	152	1002
ENA|K03455|K03455.1	153	1001
ENA|K03455|K03455.1	154	1000
ENA|K03455|K03455.1	155	995
ENA|K03455|K03455.1	156	994
ENA|K03455|K03455.1	157	991
ENA|K03455|K03455.1	158	991
ENA|K03455|K03455.1	159	991
ENA|K03455|K03455.1	160	990
ENA|K03455|K03455.1	161	988
ENA|K03455|K03455.1	162	987
ENA|K03455|K03455.1	163	983
ENA|K03455|K03455.1	164	727
ENA|K03455|K03455.1	165	725
ENA|K03455|K03455.1	166	726
ENA|K03455|K03455.1	167	724
ENA|K03455|K03455.1	168	724
ENA|K03455|K03455.1	169	725
ENA|K03455|K03455.1	170	713
ENA|K03455|K03455.1	171	712
ENA|K03455|K03455.1	172	711
ENA|K03455|K03455.1	173	671
ENA|K03455|K03455.1	174	672
ENA|K03455|K03455.1	175	661
ENA|K03455|K03455.1	176	660
ENA|K03455|K03455.1	177	659
ENA|K03455|K03455.1	178	659
ENA|K03455|K03455.1	179	667
ENA|K03455|K03455.1	180	668
ENA|K03455|K03455.1	181	672
ENA|K03455|K03455.1	182	666
ENA|K03455|K03455.1	183	670
ENA|K03455|K03455.1	184	682
ENA|K03455|K03455.1	185	718
ENA|K03455|K03455.1	186	725
ENA|K03455|K03455.1	187	730
ENA|K03455|K03455.1	188	732
ENA|K03455|K03455.1	189	737
ENA|K03455|K03455.1	190	734
ENA|K03455|K03455.1	191	749
ENA|K03455|K03455.1	192	750
ENA|K03455|K03455.1	193	761
ENA|K03455|K03455.1	194	773
ENA|K03455|K03455.1	195	772
ENA|K03455|K03455.1	196	774
ENA|K03455|K03455.1	197	777
ENA|K03455|K03455.1	198	781
ENA|K03455|K03455.1	199	792
ENA|K03455|K03455.1	200	795
ENA|K03455|K03455.1	201	811
ENA|K03455|K03455.1	202	818
ENA|K03455|K03455.1	203	834
ENA|K03455|K03455.1	204	834
ENA|K03455|K03455.1	205	834
ENA|K03455|K03455.1	206	835
ENA|K03455|K03455.1	207	835
ENA|K03455|K03455.1	208	834
ENA|K03455|K03455.1	209	928
ENA|K03455|K03455.1	210	944
ENA|K03455|K03455.1	211	990
ENA|K03455|K03455.1	212	990
ENA|K03455|K03455.1	213	993
ENA|K03455|K03455.1	214	995
ENA|K03455|K03455.1	215	996
ENA|K03455|K03455.1	216	1010
ENA|K03455|K03455.1	217	1010
ENA|K03455|K03455.1	218	1008
ENA|K03455|K03455.1	219	1012
ENA|K03455|K03455.1	220	1005
ENA|K03455|K03455.1	221	1034
ENA|K03455|K03455.1	222	1034
ENA|K03455|K03455.1	223	1034
ENA|K03455|K03455.1	224	1033
ENA|K03455|K03455.1	225	1032
ENA|K03455|K03455.1	226	1033
ENA|K03455|K03455.1	227	1033
ENA|K03455|K03455.1	228	1033
ENA|K03455|K03455.1	229	1033
ENA|K03455|K03455.1	230	1033
ENA|K03455|K03455.1	231	1033
ENA|K03455|K03455.1	232	1033
ENA|K03455|K03455.1	233	1034
ENA|K03455|K03455.1	234	1033
ENA|K03455|K03455.1	235	1022
ENA|K03455|K03455.1	236	1021
ENA|K03455|K03455.1	237	1021
ENA|K03455|K03455.1	238	1029
ENA|K03455|K03455.1	239	1024
ENA|K03455|K03455.1	240	1025
ENA|K03455|K03455.1	241	1026
ENA|K03455|K03455.1	242	1026
ENA|K03455|K03455.1	243	1025
ENA|K03455|K03455.1	244	1025
ENA|K03455|K03455.1	245	1001
ENA|K03455|K03455.1	246	1005
ENA|K03455|K03455.1	247	1004
ENA|K03455|K03455.1	248	1004
ENA|K03455|K03455.1	249	1006
ENA|K03455|K03455.1	250	987
ENA|K03455|K03455.1	251	992
ENA|K03455|K03455.1	252	966
ENA|K03455|K03455.1	253	966
ENA|K03455|K03455.1	254	956
ENA|K03455|K03455.1	255	956
ENA|K03455|K03455.1	256	951
ENA|K03455|K03455.1	257	952
ENA|K03455|K03455.1	258	948
ENA|K03455|K03455.1	259	947
ENA|K03455|K03455.1	260	947
ENA|K03455|K03455.1	261	936
ENA|K03455|K03455.1	262	937
ENA|K03455|K03455.1	263	937
ENA|K03455|K03455.1	264	935
ENA|K03455|K03455.1	265	937
ENA|K03455|K03455.1	266	936
ENA|K03455|K03455.1	267	935
ENA|K03455|K03455.1	268	933
ENA|K03455|K03455.1	269	931
ENA|K03455|K03455.1	270	927
ENA|K03455|K03455.1	271	928
ENA|K03455|K03455.1	272	929
ENA|K03455|K03455.1	273	856
ENA|K03455|K03455.1	274	872
ENA|K03455|K03455.1	275	850
ENA|K03455|K03455.1	276	851
ENA|K03455|K03455.1	277	855
ENA|K03455|K03455.1	278	854
ENA|K03455|K03455.1	279	853
ENA|K03455|K03455.1	280	849
ENA|K03455|K03455.1	281	846
ENA|K03455|K03455.1	282	848
ENA|K03455|K03455.1	283	842
ENA|K03455|K03455.1	284	838
ENA|K03455|K03455.1	285	834
ENA|K03455|K03455.1	286	836
ENA|K03455|K03455.1	287	848
ENA|K03455|K03455.1	288	807
ENA|K03455|K03455.1	289	778
ENA|K03455|K03455.1	290	775
ENA|K03455|K03455.1	291	770
ENA|K03455|K03455.1	292	766
ENA|K03455|K03455.1	293	764
ENA|K03455|K03455.1	294	758
ENA|K03455|K03455.1	295	761
ENA|K03455|K03455.1	296	770
ENA|K03455|K03455.1	297	767
ENA|K03455|K03455.1	298	769
ENA|K03455|K03455.1	299	765
ENA|K03455|K03455.1	300	774
ENA|K03455|K03455.1	301	772
ENA|K03455|K03455.1	302	790
ENA|K03455|K03455.1	303	780
ENA|K03455|K03455.1	304	772
ENA|K03455|K03455.1	305	777
ENA|K03455|K03455.1	306	778
ENA|K03455|K03455.1	307	790
ENA|K03455|K03455.1	308	793
ENA|K03455|K03455.1	309	787
ENA|K03455|K03455.1	310	789
ENA|K03455|K03455.1	311	790
ENA|K03455|K03455.1	312	794
ENA|K03455|K03455.1	313	790
ENA|K03455|K03455.1	314	806
ENA|K03455|K03455.1	315	811
ENA|K03455|K03455.1	316	825
ENA|K03455|K03455.1	317	840
ENA|K03455|K03455.1	318	837
ENA|K03455|K03455.1	319	830
ENA|K03455|K03455.1	320	836
ENA|K03455|K03455.1	321	834
ENA|K03455|K03455.1	322	871
ENA|K03455|K03455.1	323	855
ENA|K03455|K03455.1	324	839
ENA|K03455|K03455.1	325	828
ENA|K03455|K03455.1	326	833
ENA|K03455|K03455.1	327	807
ENA|K03455|K03455.1	328	862
ENA|K03455|K03455.1	329	708
ENA|K03455|K03455.1	330	694
ENA|K03455|K03455.1	331	705
ENA|K03455|K03455.1	332	712
ENA|K03455|K03455.1	333	714
ENA|K03455|K03455.1	334	709
ENA|K03455|K03455.1	335	697
ENA|K03455|K03455.1	336	693
ENA|K03455|K03455.1	337	692
ENA|K03455|K03455.1	338	695
ENA|K03455|K03455.1	339	738
ENA|K03455|K03455.1	340	742
ENA|K03455|K03455.1	341	721
ENA|K03455|K03455.1	342	729
ENA|K03455|K03455.1	343	728
ENA|K03455|K03455.1	344	798
ENA|K03455|K03455.1	345	801
ENA|K03455|K03455.1	346	825
ENA|K03455|K03455.1	347	828
ENA|K03455|K03455.1	348	711
ENA|K03455|K03455.1	349	710
ENA|K03455|K03455.1	350	711
ENA|K03455|K03455.1	351	712
ENA|K03455|K03455.1	352	718
ENA|K03455|K03455.1	353	714
ENA|K03455|K03455.1	354	717
ENA|K03455|K03455.1	355	712
ENA|K03455|K03455.1	356	714
ENA|K03455|K03455.1	357	708
ENA|K03455|K03455.1	358	716
ENA|K03455|K03455.1	359	719
ENA|K03455|K03455.1	360	726
ENA|K03455|K03455.1	361	721
ENA|K03455|K03455.1	362	716
ENA|K03455|K03455.1	363	714
ENA|K03455|K03455.1	364	713
ENA|K03455|K03455.1	365	719
ENA|K03455|K03455.1	366	719
ENA|K03455|K03455.1	367	718
ENA|K03455|K03455.1	368	721
ENA|K03455|K03455.1	369	716
ENA|K03455|K03455.1	370	729
ENA|K03455|K03455.1	371	729
ENA|K03455|K03455.1	372	730
ENA|K03455|K03455.1	373	729
ENA|K03455|K03455.1	374	726
ENA|K03455|K03455.1	375	728
ENA|K03455|K03455.1	376	725
ENA|K03455|K03455.1	377	728
ENA|K03455|K03455.1	378	723
ENA|K03455|K03455.1	379	718
ENA|K03455|K03455.1	380	718
ENA|K03455|K03455.1	381	715
ENA|K03455|K03455.1	382	717
ENA|K03455|K03455.1	383	704
ENA|K03455|K03455.1	384	703
ENA|K03455|K03455.1	385	709
ENA|K03455|K03455.1	386	695
ENA|K03455|K03455.1	387	697
ENA|K03455|K03455.1	388	683
ENA|K03455|K03455.1	389	690
ENA|K03455|K03455.1	390	692
ENA|K03455|K03455.1	391	691
ENA|K03455|K03455.1	392	693
ENA|K03455|K03455.1	393	684
ENA|K03455|K03455.1	394	695
ENA|K03455|K03455.1	395	696
ENA|K03455|K03455.1	396	696
ENA|K03455|K03455.1	397	695
ENA|K03455|K03455.1	398	676
ENA|K03455|K03455.1	399	680
ENA|K03455|K03455.1	400	675
ENA|K03455|K03455.1	401	673
ENA|K03455|K03455.1	402	680
ENA|K03455|K03455.1	403	650
ENA|K03455|K03455.1	404	656
ENA|K03455|K03455.1	405	646
ENA|K03455|K03455.1	406	646
ENA|K03455|K03455.1	407	647
ENA|K03455|K03455.1	408	642
ENA|K03455|K03455.1	409	643
ENA|K03455|K03455.1	410	637
ENA|K03455|K03455.1	411	637
ENA|K03455|K03455.1	412	640
ENA|K03455|K03455.1	413	638
ENA|K03455|K03455.1	414	638
ENA|K03455|K03455.1	415	635
ENA|K03455|K03455.1	416	638
ENA|K03455|K03455.1	417	638
ENA|K03455|K03455.1	418	649
ENA|K03455|K03455.1	419	650
ENA|K03455|K03455.1	420	638
ENA|K03455|K03455.1	421	622
ENA|K03455|K03455.1	422	622
ENA|K03455|K03455.1	423	608
ENA|K03455|K03455.1	424	621
ENA|K03455|K03455.1	425	620
ENA|K03455|K03455.1	426	618
ENA|K03455|K03455.1	427	615
ENA|K03455|K03455.1	428	606
ENA|K03455|K03455.1	429	603
ENA|K03455|K03455.1	430	604
ENA|K03455|K03455.1	431	598
ENA|K03455|K03455.1	432	597
ENA|K03455|K03455.1	433	576
ENA|K03455|K03455.1	434	543
ENA|K03455|K03455.1	435	543
ENA|K03455|K03455.1	436	542
ENA|K03455|K03455.1	437	537
ENA|K03455|K03455.1	438	540
ENA|K03455|K03455.1	439	543
ENA|K03455|K03455.1	440	537
ENA|K03455|K03455.1	441	538
ENA|K03455|K03455.1	442	536
ENA|K03455|K03455.1	443	538
ENA|K03455|K03455.1	444	536
ENA|K03455|K03455.1	445	536
ENA|K03455|K03455.1	446	541
ENA|K03455|K03455.1	447	546
ENA|K03455|K03455.1	448	499
ENA|K03455|K03455.1	449	502
ENA|K03455|K03455.1	450	501
ENA|K03455|K03455.1	451	503
ENA|K03455|K03455.1	452	506
ENA|K03455|K03455.1	453	481
ENA|K03455|K03455.1	454	482
ENA|K03455|K03455.1	455	490
ENA|K03455|K03455.1	456	488
ENA|K03455|K03455.1	457	487
ENA|K03455|K03455.1	458	476
ENA|K03455|K03455.1	459	488
ENA|K03455|K03455.1	460	515
ENA|K03455|K03455.1	461	532
ENA|K03455|K03455.1	462	565
ENA|K03455|K03455.1	463	559
ENA|K03455|K03455.1	464	987
ENA|K03455|K03455.1	465	1004
ENA|K03455|K03455.1	466	992
ENA|K03455|K03455.1	467	994
ENA|K03455|K03455.1	468	1006
ENA|K03455|K03455.1	469	1505
ENA|K03455|K03455.1	470	1519
ENA|K03455|K03455.1	471	1537
ENA|K03455|K03455.1	472	1537
ENA|K03455|K03455.1	473	1518
ENA|K03455|K03455.1	474	1834
ENA|K03455|K03455.1	475	1923
ENA|K03455|K03455.1	476	1929
ENA|K03455|K03455.1	477	1931
ENA|K03455|K03455.1	478	1922
ENA|K03455|K03455.1	479	1995
ENA|K03455|K03455.1	480	1998
ENA|K03455|K03455.1	481	2061
ENA|K03455|K03455.1	482	2081
ENA|K03455|K03455.1	483	2074
ENA|K03455|K03455.1	484	2084
ENA|K03455|K03455.1	485	2100
ENA|K03455|K03455.1	486	2104
ENA|K03455|K03455.1	487	2113
ENA|K03455|K03455.1	488	2110
ENA|K03455|K03455.1	489	2132
ENA|K03455|K03455.1	490	2164
ENA|K03455|K03455.1	491	2213
ENA|K03455|K03455.1	492	2249
ENA|K03455|K03455.1	493	2245
ENA|K03455|K03455.1	494	2263
ENA|K03455|K03455.1	495	2264
ENA|K03455|K03455.1	496	2524
ENA|K03455|K03455.1	497	2630
ENA|K03455|K03455.1	498	2647
ENA|K03455|K03455.1	499	2671
ENA|K03455|K03455.1	500	2734
ENA|K03455|K03455.1	501	2766
ENA|K03455|K03455.1	502	2869
ENA|K03455|K03455.1	503	2876
ENA|K03455|K03455.1	504	2923
ENA|K03455|K03455.1	505	2963
ENA|K03455|K03455.1	506	2954
ENA|K03455|K03455.1	507	2956
ENA|K03455|K03455.1	508	2951
ENA|K03455|K03455.1	509	2994
ENA|K03455|K03455.1	510	3036
ENA|K03455|K03455.1	511	3044
ENA|K03455|K03455.1	512	3049
ENA|K03455|K03455.1	513	3045
ENA|K03455|K03455.1	514	3132
ENA|K03455|K03455.1	515	3124
ENA|K03455|K03455.1	516	3563
ENA|K03455|K03455.1	517	3569
ENA|K03455|K03455.1	518	3556
ENA|K03455|K03455.1	519	3553
ENA|K03455|K03455.1	520	3551
ENA|K03455|K03455.1	521	3587
ENA|K03455|K03455.1	522	3596
ENA|K03455|K03455.1	523	3623
ENA|K03455|K03455.1	524	3625
ENA|K03455|K03455.1	525	3564
ENA|K03455|K03455.1	526	3763
ENA|K03455|K03455.1	527	3767
ENA|K03455|K03455.1	528	3794
ENA|K03455|K03455.1	529	3793
ENA|K03455|K03455.1	530	3790
ENA|K03455|K03455.1	531	3798
ENA|K03455|K03455.1	532	3837
ENA|K03455|K03455.1	533	3852
ENA|K03455|K03455.1	534	3855
ENA|K03455|K03455.1	535	3796
ENA|K03455|K03455.1	536	3854
ENA|K03455|K03455.1	537	3921
ENA|K03455|K03455.1	538	3930
ENA|K03455|K03455.1	539	3938
ENA|K03455|K03455.1	540	3936
ENA|K03455|K03455.1	541	3912
ENA|K03455|K03455.1	542	3931
ENA|K03455|K03455.1	543	3930
ENA|K03455|K03455.1	544	4004
ENA|K03455|K03455.1	545	3999
ENA|K03455|K03455.1	546	5147
ENA|K03455|K03455.1	547	5302
ENA|K03455|K03455.1	548	5386
ENA|K03455|K03455.1	549	5402
ENA|K03455|K03455.1	550	5505
ENA|K03455|K03455.1	551	6333
ENA|K03455|K03455.1	552	6334
ENA|K03455|K03455.1	553	6335
ENA|K03455|K03455.1	554	6336
ENA|K03455|K03455.1	555	6279
ENA|K03455|K03455.1	556	6384
ENA|K03455|K03455.1	557	6377
ENA|K03455|K03455.1	558	6389
ENA|K03455|K03455.1	559	6383
ENA|K03455|K03455.1	560	6393
ENA|K03455|K03455.1	561	6393
ENA|K03455|K03455.1	562	6393
ENA|K03455|K03455.1	563	6393
ENA|K03455|K03455.1	564	6393
ENA|K03455|K03455.1	565	6389
ENA|K03455|K03455.1	566	6398
ENA|K03455|K03455.1	567	6397
ENA|K03455|K03455.1	568	6399
ENA|K03455|K03455.1	569	6401
ENA|K03455|K03455.1	570	6401
ENA|K03455|K03455.1	571	6403
ENA|K03455|K03455.1	572	6402
ENA|K03455|K03455.1	573	6404
ENA|K03455|K03455.1	574	6399
ENA|K03455|K03455.1	575	6407
ENA|K03455|K03455.1	576	6402
ENA|K03455|K03455.1	577	6409
ENA|K03455|K03455.1	578	6409
ENA|K03455|K03455.1	579	6411
ENA|K03455|K03455.1	580	6408
ENA|K03455|K03455.1	581	6414
ENA|K03455|K03455.1	582	6409
ENA|K03455|K03455.1	583	6420
ENA|K03455|K03455.1	584	6421
ENA|K03455|K03455.1	585	6420
ENA|K03455|K03455.1	586	6421
ENA|K03455|K03455.1	587	6416
ENA|K03455|K03455.1	588	6419
ENA|K03455|K03455.1	589	6420
ENA|K03455|K03455.1	590	6417
ENA|K03455|K03455.1	591	6427
ENA|K03455|K03455.1	592	6396
ENA|K03455|K03455.1	593	6430
ENA|K03455|K03455.1	594	6440
ENA|K03455|K03455.1	595	6441
ENA|K03455|K03455.1	596	6441
ENA|K03455|K03455.1	597	6441
ENA|K03455|K03455.1	598	6444
ENA|K03455|K03455.1	599	6445
ENA|K03455|K03455.1	600	6450
ENA|K03455|K03455.1	601	6451
ENA|K03455|K03455.1	602	6452
ENA|K03455|K03455.1	603	6451
ENA|K03455|K03455.1	604	6450
ENA|K03455|K03455.1	605	6451
ENA|K03455|K03455.1	606	6421
ENA|K03455|K03455.1	607	6444
ENA|K03455|K03455.1	608	6465
ENA|K03455|K03455.1	609	6465
ENA|K03455|K03455.1	610	6466
ENA|K03455|K03455.1	611	6460
ENA|K03455|K03455.1	612	6461
ENA|K03455|K03455.1	613	6445
ENA|K03455|K03455.1	614	6456
ENA|K03455|K03455.1	615	6433
ENA|K03455|K03455.1	616	6501
ENA|K03455|K03455.1	617	6501
ENA|K03455|K03455.1	618	6503
ENA|K03455|K03455.1	619	6497
ENA|K03455|K03455.1	620	6504
ENA|K03455|K03455.1	621	6504
ENA|K03455|K03455.1	622	6503
ENA|K03455|K03455.1	623	6505
ENA|K03455|K03455.1	624	6506
ENA|K03455|K03455.1	625	6461
ENA|K03455|K03455.1	626	6508
ENA|K03455|K03455.1	627	6503
ENA|K03455|K03455.1	628	6507
ENA|K03455|K03455.1	629	6509
ENA|K03455|K03455.1	630	6513
ENA|K03455|K03455.1	631	6513
ENA|K03455|K03455.1	632	6512
ENA|K03455|K03455.1	633	6511
ENA|K03455|K03455.1	634	6506
ENA|K03455|K03455.1	635	6520
ENA|K03455|K03455.1	636	6502
ENA|K03455|K03455.1	637	6520
ENA|K03455|K03455.1	638	6519
ENA|K03455|K03455.1	639	6509
ENA|K03455|K03455.1	640	6519
ENA|K03455|K03455.1	641	6524
ENA|K03455|K03455.1	642	6505
ENA|K03455|K03455.1	643	6514
ENA|K03455|K03455.1	644	6519
ENA|K03455|K03455.1	645	6503
ENA|K03455|K03455.1	646	6497
ENA|K03455|K03455.1	647	6506
ENA|K03455|K03455.1	648	6461
ENA|K03455|K03455.1	649	6550
ENA|K03455|K03455.1	650	6546
ENA|K03455|K03455.1	651	6555
ENA|K03455|K03455.1	652	6549
ENA|K03455|K03455.1	653	6554
ENA|K03455|K03455.1	654	6559
ENA|K03455|K03455.1	655	6527
ENA|K03455|K03455.1	656	6534
ENA|K03455|K03455.1	657	6521
ENA|K03455|K03455.1	658	6525
ENA|K03455|K03455.1	659	6358
ENA|K03455|K03455.1	660	6402
ENA|K03455|K03455.1	661	6398
ENA|K03455|K03455.1	662	6391
ENA|K03455|K03455.1	663	6515
ENA|K03455|K03455.1	664	6541
ENA|K03455|K03455.1	665	6621
ENA|K03455|K03455.1	666	6680
ENA|K03455|K03455.1	667	6655
ENA|K03455|K03455.1	668	6681
ENA|K03455|K03455.1	669	6681
ENA|K03455|K03455.1	670	6698
ENA|K03455|K03455.1	671	6703
ENA|K03455|K03455.1	672	6698
ENA|K03455|K03455.1	673	6654
ENA|K03455|K03455.1	674	6541
ENA|K03455|K03455.1	675	6649
ENA|K03455|K03455.1	676	6660
ENA|K03455|K03455.1	677	6800
ENA|K03455|K03455.1	678	6799
ENA|K03455|K03455.1	679	6785
ENA|K03455|K03455.1	680	6793
ENA|K03455|K03455.1	681	6788
ENA|K03455|K03455.1	682	6799
ENA|K03455|K03455.1	683	6776
ENA|K03455|K03455.1	684	6797
ENA|K03455|K03455.1	685	6800
ENA|K03455|K03455.1	686	6766
ENA|K03455|K03455.1	687	6775
ENA|K03455|K03455.1	688	6821
ENA|K03455|K03455.1	689	6822
ENA|K03455|K03455.1	690	6690
ENA|K03455|K03455.1	691	6722
ENA|K03455|K03455.1	692	6700
ENA|K03455|K03455.1	693	6667
ENA|K03455|K03455.1	694	6688
ENA|K03455|K03455.1	695	6624
ENA|K03455|K03455.1	696	6827
ENA|K03455|K03455.1	697	6803
ENA|K03455|K03455.1	698	6777
ENA|K03455|K03455.1	699	6829
ENA|K03455|K03455.1	700	6837
ENA|K03455|K03455.1	701	6831
ENA|K03455|K03455.1	702	6821
ENA|K03455|K03455.1	703	6797
ENA|K03455|K03455.1	704	6511
ENA|K03455|K03455.1	705	6682
ENA|K03455|K03455.1	706	6853
ENA|K03455|K03455.1	707	6863
ENA|K03455|K03455.1	708	6860
ENA|K03455|K03455.1	709	6863
ENA|K03455|K03455.1	710	6819
ENA|K03455|K03455.1	711	6808
ENA|K03455|K03455.1	712	6769
ENA|K03455|K03455.1	713	6525
ENA|K03455|K03455.1	714	6320
ENA|K03455|K03455.1	715	6440
ENA|K03455|K03455.1	716	6512
ENA|K03455|K03455.1	717	6419
ENA|K03455|K03455.1	718	6570
ENA|K03455|K03455.1	719	6558
ENA|K03455|K03455.1	720	6517
ENA|K03455|K03455.1	721	6495
ENA|K03455|K03455.1	722	6436
ENA|K03455|K03455.1	723	6459
ENA|K03455|K03455.1	724	6712
ENA|K03455|K03455.1	725	6513
ENA|K03455|K03455.1	726	6495
ENA|K03455|K03455.1	727	6519
ENA|K03455|K03455.1	728	6453
ENA|K03455|K03455.1	729	6325
ENA|K03455|K03455.1	730	5998
ENA|K03455|K03455.1	731	6247
ENA|K03455|K03455.1	732	6298
ENA|K03455|K03455.1	733	6373
ENA|K03455|K03455.1	734	6357
ENA|K03455|K03455.1	735	6183
ENA|K03455|K03455.1	736	6393
ENA|K03455|K03455.1	737	6520
ENA|K03455|K03455.1	738	6414
ENA|K03455|K03455.1	739	6591
ENA|K03455|K03455.1	740	6131
ENA|K03455|K03455.1	741	6388
ENA|K03455|K03455.1	742	6253
ENA|K03455|K03455.1	743	6779
ENA|K03455|K03455.1	744	6809
ENA|K03455|K03455.1	745	6805
ENA|K03455|K03455.1	746	6717
ENA|K03455|K03455.1	747	6656
ENA|K03455|K03455.1	748	6562
ENA|K03455|K03455.1	749	6727
ENA|K03455|K03455.1	750	6812
ENA|K03455|K03455.1	751	6721
ENA|K03455|K03455.1	752	6741
ENA|K03455|K03455.1	753	6580
ENA|K03455|K03455.1	754	6492
ENA|K03455|K03455.1	755	6588
