chromosome	coordinate	coverage
ENA|K03455|K03455.1	100	1016
ENA|K03455|K03455.1	101	1013
ENA|K03455|K03455.1	102	1016
ENA|K03455|K03455.1	103	1021
ENA|K03455|K03455.1	104	1026
ENA|K03455|K03455.1	105	1089
ENA|K03455|K03455.1	106	1092
ENA|K03455|K03455.1	107	1091
ENA|K03455|K03455.1	108	1092
ENA|K03455|K03455.1	109	1067
ENA|K03455|K03455.1	110	1067
ENA|K03455|K03455.1	111	1073
ENA|K03455|K03455.1	112	1108
ENA|K03455|K03455.1	113	1108
ENA|K03455|K03455.1	114	1102
ENA|K03455|K03455.1	115	1100
ENA|K03455|K03455.1	116	1100
ENA|K03455|K03455.1	117	1121
ENA|K03455|K03455.1	118	1121
ENA|K03455|K03455.1	119	1118
ENA|K03455|K03455.1	120	1118
ENA|K03455|K03455.1	121	1110
ENA|K03455|K03455.1	122	1114
ENA|K03455|K03455.1	123	1114
ENA|K03455|K03455.1	124	1126
ENA|K03455|K03455.1	125	1125
ENA|K03455|K03455.1	126	1120
ENA|K03455|K03455.1	127	1120
ENA|K03455|K03455.1	128	1121
ENA|K03455|K03455.1	129	1122
ENA|K03455|K03455.1	130	1122
ENA|K03455|K03455.1	131	1117
ENA|K03455|K03455.1	132	1117
ENA|K03455|K03455.1	133	1108
ENA|K03455|K03455.1	134	1116
ENA|K03455|K03455.1	135	1114
ENA|K03455|K03455.1	136	1115
ENA|K03455|K03455.1	137	1116
ENA|K03455|K03455.1	138	1115
ENA|K03455|K03455.1	139	1115
ENA|K03455|K03455.1	140	1115
ENA|K03455|K03455.1	141	1115
ENA|K03455|K03455.1	142	1117
ENA|K03455|K03455.1	143	1111
ENA|K03455|K03455.1	144	1070
ENA|K03455|K03455.1	145	1062
ENA|K03455|K03455.1	146	1060
ENA|K03455|K03455.1	147	1060
ENA|K03455|K03455.1	148	1060
ENA|K03455|K03455.1	149	1060
ENA|K03455|K03455.1	150	1059
ENA|K03455|K03455.1	151	1038
ENA|K03455|K03455.1	152	1033
ENA|K03455|K03455.1	153	1029
ENA|K03455|K03455.1	154	1027
ENA|K03455|K03455.1	155	1022
ENA|K03455|K03455.1	156	1021
ENA|K03455|K03455.1	157	1018
ENA|K03455|K03455.1	158	1018
ENA|K03455|K03455.1	159	1018
ENA|K03455|K03455.1	160	1017
ENA|K03455|K03455.1	161	1014
ENA|K03455|K03455.1	162	1014
ENA|K03455|K03455.1	163	1010
ENA|K03455|K03455.1	164	751
ENA|K03455|K03455.1	165	747
ENA|K03455|K03455.1	166	748
ENA|K03455|K03455.1	167	746
ENA|K03455|K03455.1	168	746
ENA|K03455|K03455.1	169	747
ENA|K03455|K03455.1	170	735
ENA|K03455|K03455.1	171	734
ENA|K03455|K03455.1	172	732
ENA|K03455|K03455.1	173	691
ENA|K03455|K03455.1	174	692
ENA|K03455|K03455.1	175	683
ENA|K03455|K03455.1	176	682
ENA|K03455|K03455.1	177	681
ENA|K03455|K03455.1	178	681
ENA|K03455|K03455.1	179	690
ENA|K03455|K03455.1	180	691
ENA|K03455|K03455.1	181	695
ENA|K03455|K03455.1	182	689
ENA|K03455|K03455.1	183	691
ENA|K03455|K03455.1	184	704
ENA|K03455|K03455.1	185	744
ENA|K03455|K03455.1	186	749
ENA|K03455|K03455.1	187	755
ENA|K03455|K03455.1	188	753
ENA|K03455|K03455.1	189	759
ENA|K03455|K03455.1	190	755
ENA|K03455|K03455.1	191	773
ENA|K03455|K03455.1	192	775
ENA|K03455|K03455.1	193	792
ENA|K03455|K03455.1	194	806
ENA|K03455|K03455.1	195	805
ENA|K03455|K03455.1	196	807
ENA|K03455|K03455.1	197	810
ENA|K03455|K03455.1	198	816
ENA|K03455|K03455.1	199	827
ENA|K03455|K03455.1	200	830
ENA|K03455|K03455.1	201	840
ENA|K03455|K03455.1	202	848
ENA|K03455|K03455.1	203	863
ENA|K03455|K03455.1	204	863
ENA|K03455|K03455.1	205	863
ENA|K03455|K03455.1	206	864
ENA|K03455|K03455.1	207	864
ENA|K03455|K03455.1	208	864
ENA|K03455|K03455.1	209	961
ENA|K03455|K03455.1	210	980
ENA|K03455|K03455.1	211	1036
ENA|K03455|K03455.1	212	1038
ENA|K03455|K03455.1	213	1041
ENA|K03455|K03455.1	214	1047
ENA|K03455|K03455.1	215	1048
ENA|K03455|K03455.1	216	1059
ENA|K03455|K03455.1	217	1059
ENA|K03455|K03455.1	218	1059
ENA|K03455|K03455.1	219	1062
ENA|K03455|K03455.1	220	1054
ENA|K03455|K03455.1	221	1079
ENA|K03455|K03455.1	222	1080
ENA|K03455|K03455.1	223	1081
ENA|K03455|K03455.1	224	1080
ENA|K03455|K03455.1	225	1079
ENA|K03455|K03455.1	226	1080
ENA|K03455|K03455.1	227	1080
ENA|K03455|K03455.1	228	1079
ENA|K03455|K03455.1	229	1079
ENA|K03455|K03455.1	230	1079
ENA|K03455|K03455.1	231	1080
ENA|K03455|K03455.1	232	1079
ENA|K03455|K03455.1	233	1080
ENA|K03455|K03455.1	234	1079
ENA|K03455|K03455.1	235	1069
ENA|K03455|K03455.1	236	1069
ENA|K03455|K03455.1	237	1069
ENA|K03455|K03455.1	238	1075
ENA|K03455|K03455.1	239	1072
ENA|K03455|K03455.1	240	1075
ENA|K03455|K03455.1	241	1075
ENA|K03455|K03455.1	242	1078
ENA|K03455|K03455.1	243	1076
ENA|K03455|K03455.1	244	1076
ENA|K03455|K03455.1	245	1052
ENA|K03455|K03455.1	246	1054
ENA|K03455|K03455.1	247	1053
ENA|K03455|K03455.1	248	1052
ENA|K03455|K03455.1	249	1054
ENA|K03455|K03455.1	250	1035
ENA|K03455|K03455.1	251	1041
ENA|K03455|K03455.1	252	1012
ENA|K03455|K03455.1	253	1011
ENA|K03455|K03455.1	254	1001
ENA|K03455|K03455.1	255	1001
ENA|K03455|K03455.1	256	995
ENA|K03455|K03455.1	257	996
ENA|K03455|K03455.1	258	991
ENA|K03455|K03455.1	259	989
ENA|K03455|K03455.1	260	988
ENA|K03455|K03455.1	261	976
ENA|K03455|K03455.1	262	977
ENA|K03455|K03455.1	263	977
ENA|K03455|K03455.1	264	973
ENA|K03455|K03455.1	265	975
ENA|K03455|K03455.1	266	974
ENA|K03455|K03455.1	267	973
ENA|K03455|K03455.1	268	971
ENA|K03455|K03455.1	269	969
ENA|K03455|K03455.1	270	964
ENA|K03455|K03455.1	271	964
ENA|K03455|K03455.1	272	967
ENA|K03455|K03455.1	273	892
ENA|K03455|K03455.1	274	910
ENA|K03455|K03455.1	275	888
ENA|K03455|K03455.1	276	889
ENA|K03455|K03455.1	277	893
ENA|K03455|K03455.1	278	892
ENA|K03455|K03455.1	279	892
ENA|K03455|K03455.1	280	888
ENA|K03455|K03455.1	281	884
ENA|K03455|K03455.1	282	886
ENA|K03455|K03455.1	283	881
ENA|K03455|K03455.1	284	878
ENA|K03455|K03455.1	285	873
ENA|K03455|K03455.1	286	875
ENA|K03455|K03455.1	287	886
ENA|K03455|K03455.1	288	843
ENA|K03455|K03455.1	289	815
ENA|K03455|K03455.1	290	811
ENA|K03455|K03455.1	291	807
ENA|K03455|K03455.1	292	806
ENA|K03455|K03455.1	293	803
ENA|K03455|K03455.1	294	798
ENA|K03455|K03455.1	295	796
ENA|K03455|K03455.1	296	809
ENA|K03455|K03455.1	297	808
ENA|K03455|K03455.1	298	809
ENA|K03455|K03455.1	299	805
ENA|K03455|K03455.1	300	812
ENA|K03455|K03455.1	301	811
ENA|K03455|K03455.1	302	827
ENA|K03455|K03455.1	303	817
ENA|K03455|K03455.1	304	808
ENA|K03455|K03455.1	305	817
ENA|K03455|K03455.1	306	815
ENA|K03455|K03455.1	307	828
ENA|K03455|K03455.1	308	831
ENA|K03455|K03455.1	309	824
ENA|K03455|K03455.1	310	828
ENA|K03455|K03455.1	311	829
ENA|K03455|K03455.1	312	829
ENA|K03455|K03455.1	313	826
ENA|K03455|K03455.1	314	842
ENA|K03455|K03455.1	315	845
ENA|K03455|K03455.1	316	858
ENA|K03455|K03455.1	317	872
ENA|K03455|K03455.1	318	867
ENA|K03455|K03455.1	319	860
ENA|K03455|K03455.1	320	865
ENA|K03455|K03455.1	321	862
ENA|K03455|K03455.1	322	898
ENA|K03455|K03455.1	323	875
ENA|K03455|K03455.1	324	854
ENA|K03455|K03455.1	325	846
ENA|K03455|K03455.1	326	851
ENA|K03455|K03455.1	327	826
ENA|K03455|K03455.1	328	877
ENA|K03455|K03455.1	329	724
ENA|K03455|K03455.1	330	710
ENA|K03455|K03455.1	331	725
ENA|K03455|K03455.1	332	735
ENA|K03455|K03455.1	333	739
ENA|K03455|K03455.1	334	733
ENA|K03455|K03455.1	335	718
ENA|K03455|K03455.1	336	716
ENA|K03455|K03455.1	337	717
ENA|K03455|K03455.1	338	722
ENA|K03455|K03455.1	339	761
ENA|K03455|K03455.1	340	763
ENA|K03455|K03455.1	341	739
ENA|K03455|K03455.1	342	745
ENA|K03455|K03455.1	343	743
ENA|K03455|K03455.1	344	809
ENA|K03455|K03455.1	345	812
ENA|K03455|K03455.1	346	837
ENA|K03455|K03455.1	347	838
ENA|K03455|K03455.1	348	718
ENA|K03455|K03455.1	349	717
ENA|K03455|K03455.1	350	719
ENA|K03455|K03455.1	351	718
ENA|K03455|K03455.1	352	722
ENA|K03455|K03455.1	353	718
ENA|K03455|K03455.1	354	720
ENA|K03455|K03455.1	355	714
ENA|K03455|K03455.1	356	715
ENA|K03455|K03455.1	357	708
ENA|K03455|K03455.1	358	716
ENA|K03455|K03455.1	359	719
ENA|K03455|K03455.1	360	723
ENA|K03455|K03455.1	361	717
ENA|K03455|K03455.1	362	715
ENA|K03455|K03455.1	363	714
ENA|K03455|K03455.1	364	712
ENA|K03455|K03455.1	365	715
ENA|K03455|K03455.1	366	714
ENA|K03455|K03455.1	367	714
ENA|K03455|K03455.1	368	718
ENA|K03455|K03455.1	369	712
ENA|K03455|K03455.1	370	727
ENA|K03455|K03455.1	371	727
ENA|K03455|K03455.1	372	730
ENA|K03455|K03455.1	373	729
ENA|K03455|K03455.1	374	726
ENA|K03455|K03455.1	375	728
ENA|K03455|K03455.1	376	728
ENA|K03455|K03455.1	377	728
ENA|K03455|K03455.1	378	719
ENA|K03455|K03455.1	379	708
ENA|K03455|K03455.1	380	709
ENA|K03455|K03455.1	381	705
ENA|K03455|K03455.1	382	707
ENA|K03455|K03455.1	383	697
ENA|K03455|K03455.1	384	692
ENA|K03455|K03455.1	385	695
ENA|K03455|K03455.1	386	687
ENA|K03455|K03455.1	387	688
ENA|K03455|K03455.1	388	673
ENA|K03455|K03455.1	389	677
ENA|K03455|K03455.1	390	678
ENA|K03455|K03455.1	391	678
ENA|K03455|K03455.1	392	679
ENA|K03455|K03455.1	393	675
ENA|K03455|K03455.1	394	678
ENA|K03455|K03455.1	395	678
ENA|K03455|K03455.1	396	681
ENA|K03455|K03455.1	397	682
ENA|K03455|K03455.1	398	664
ENA|K03455|K03455.1	399	664
ENA|K03455|K03455.1	400	662
ENA|K03455|K03455.1	401	662
ENA|K03455|K03455.1	402	666
ENA|K03455|K03455.1	403	639
ENA|K03455|K03455.1	404	642
ENA|K03455|K03455.1	405	632
ENA|K03455|K03455.1	406	631
ENA|K03455|K03455.1	407	632
ENA|K03455|K03455.1	408	630
ENA|K03455|K03455.1	409	630
ENA|K03455|K03455.1	410	627
ENA|K03455|K03455.1	411	626
ENA|K03455|K03455.1	412	628
ENA|K03455|K03455.1	413	628
ENA|K03455|K03455.1	414	630
ENA|K03455|K03455.1	415	626
ENA|K03455|K03455.1	416	628
ENA|K03455|K03455.1	417	629
ENA|K03455|K03455.1	418	639
ENA|K03455|K03455.1	419	640
ENA|K03455|K03455.1	420	627
ENA|K03455|K03455.1	421	610
ENA|K03455|K03455.1	422	610
ENA|K03455|K03455.1	423	596
ENA|K03455|K03455.1	424	611
ENA|K03455|K03455.1	425	611
ENA|K03455|K03455.1	426	609
ENA|K03455|K03455.1	427	606
ENA|K03455|K03455.1	428	594
ENA|K03455|K03455.1	429	591
ENA|K03455|K03455.1	430	593
ENA|K03455|K03455.1	431	582
ENA|K03455|K03455.1	432	583
ENA|K03455|K03455.1	433	558
ENA|K03455|K03455.1	434	517
ENA|K03455|K03455.1	435	518
ENA|K03455|K03455.1	436	518
ENA|K03455|K03455.1	437	514
ENA|K03455|K03455.1	438	518
ENA|K03455|K03455.1	439	516
ENA|K03455|K03455.1	440	511
ENA|K03455|K03455.1	441	512
ENA|K03455|K03455.1	442	510
ENA|K03455|K03455.1	443	511
ENA|K03455|K03455.1	444	511
ENA|K03455|K03455.1	445	510
ENA|K03455|K03455.1	446	515
ENA|K03455|K03455.1	447	521
ENA|K03455|K03455.1	448	464
ENA|K03455|K03455.1	449	466
ENA|K03455|K03455.1	450	467
ENA|K03455|K03455.1	451	469
ENA|K03455|K03455.1	452	473
ENA|K03455|K03455.1	453	445
ENA|K03455|K03455.1	454	445
ENA|K03455|K03455.1	455	451
ENA|K03455|K03455.1	456	452
ENA|K03455|K03455.1	457	453
ENA|K03455|K03455.1	458	433
ENA|K03455|K03455.1	459	456
ENA|K03455|K03455.1	460	484
ENA|K03455|K03455.1	461	502
ENA|K03455|K03455.1	462	537
ENA|K03455|K03455.1	463	532
ENA|K03455|K03455.1	464	959
ENA|K03455|K03455.1	465	978
ENA|K03455|K03455.1	466	969
ENA|K03455|K03455.1	467	971
ENA|K03455|K03455.1	468	983
ENA|K03455|K03455.1	469	1475
ENA|K03455|K03455.1	470	1490
ENA|K03455|K03455.1	471	1507
ENA|K03455|K03455.1	472	1509
ENA|K03455|K03455.1	473	1487
ENA|K03455|K03455.1	474	1811
ENA|K03455|K03455.1	475	1904
ENA|K03455|K03455.1	476	1911
ENA|K03455|K03455.1	477	1914
ENA|K03455|K03455.1	478	1909
ENA|K03455|K03455.1	479	1985
ENA|K03455|K03455.1	480	1989
ENA|K03455|K03455.1	481	2057
ENA|K03455|K03455.1	482	2083
ENA|K03455|K03455.1	483	2072
ENA|K03455|K03455.1	484	2087
ENA|K03455|K03455.1	485	2103
ENA|K03455|K03455.1	486	2107
ENA|K03455|K03455.1	487	2117
ENA|K03455|K03455.1	488	2117
ENA|K03455|K03455.1	489	2140
ENA|K03455|K03455.1	490	2171
ENA|K03455|K03455.1	491	2227
ENA|K03455|K03455.1	492	2261
ENA|K03455|K03455.1	493	2259
ENA|K03455|K03455.1	494	2277
ENA|K03455|K03455.1	495	2278
ENA|K03455|K03455.1	496	2543
ENA|K03455|K03455.1	497	2646
ENA|K03455|K03455.1	498	2664
ENA|K03455|K03455.1	499	2690
ENA|K03455|K03455.1	500	2759
ENA|K03455|K03455.1	501	2788
ENA|K03455|K03455.1	502	2898
ENA|K03455|K03455.1	503	2906
ENA|K03455|K03455.1	504	2956
ENA|K03455|K03455.1	505	2994
ENA|K03455|K03455.1	506	2985
ENA|K03455|K03455.1	507	2988
ENA|K03455|K03455.1	508	2987
ENA|K03455|K03455.1	509	3034
ENA|K03455|K03455.1	510	3073
ENA|K03455|K03455.1	511	3080
ENA|K03455|K03455.1	512	3085
ENA|K03455|K03455.1	513	3081
ENA|K03455|K03455.1	514	3171
ENA|K03455|K03455.1	515	3163
ENA|K03455|K03455.1	516	3626
ENA|K03455|K03455.1	517	3632
ENA|K03455|K03455.1	518	3623
ENA|K03455|K03455.1	519	3619
ENA|K03455|K03455.1	520	3618
ENA|K03455|K03455.1	521	3655
ENA|K03455|K03455.1	522	3666
ENA|K03455|K03455.1	523	3694
ENA|K03455|K03455.1	524	3696
ENA|K03455|K03455.1	525	3644
ENA|K03455|K03455.1	526	3846
ENA|K03455|K03455.1	527	3852
ENA|K03455|K03455.1	528	3880
ENA|K03455|K03455.1	529	3878
ENA|K03455|K03455.1	530	3876
ENA|K03455|K03455.1	531	3882
ENA|K03455|K03455.1	532	3921
ENA|K03455|K03455.1	533	3939
ENA|K03455|K03455.1	534	3943
ENA|K03455|K03455.1	535	3884
ENA|K03455|K03455.1	536	3944
ENA|K03455|K03455.1	537	4013
ENA|K03455|K03455.1	538	4024
ENA|K03455|K03455.1	539	4031
ENA|K03455|K03455.1	540	4027
ENA|K03455|K03455.1	541	4005
ENA|K03455|K03455.1	542	4026
ENA|K03455|K03455.1	543	4024
ENA|K03455|K03455.1	544	4103
ENA|K03455|K03455.1	545	4097
ENA|K03455|K03455.1	546	5272
ENA|K03455|K03455.1	547	5432
ENA|K03455|K03455.1	548	5521
ENA|K03455|K03455.1	549	5540
ENA|K03455|K03455.1	550	5647
ENA|K03455|K03455.1	551	6451
ENA|K03455|K03455.1	552	6451
ENA|K03455|K03455.1	553	6451
ENA|K03455|K03455.1	554	6452
ENA|K03455|K03455.1	555	6408
ENA|K03455|K03455.1	556	6492
ENA|K03455|K03455.1	557	6482
ENA|K03455|K03455.1	558	6499
ENA|K03455|K03455.1	559	6495
ENA|K03455|K03455.1	560	6503
ENA|K03455|K03455.1	561	6503
ENA|K03455|K03455.1	562	6504
ENA|K03455|K03455.1	563	6505
ENA|K03455|K03455.1	564	6504
ENA|K03455|K03455.1	565	6503
ENA|K03455|K03455.1	566	6509
ENA|K03455|K03455.1	567	6509
ENA|K03455|K03455.1	568	6514
ENA|K03455|K03455.1	569	6514
ENA|K03455|K03455.1	570	6515
ENA|K03455|K03455.1	571	6517
ENA|K03455|K03455.1	572	6514
ENA|K03455|K03455.1	573	6518
ENA|K03455|K03455.1	574	6514
ENA|K03455|K03455.1	575	6518
ENA|K03455|K03455.1	576	6511
ENA|K03455|K03455.1	577	6519
ENA|K03455|K03455.1	578	6523
ENA|K03455|K03455.1	579	6523
ENA|K03455|K03455.1	580	6521
ENA|K03455|K03455.1	581	6526
ENA|K03455|K03455.1	582	6522
ENA|K03455|K03455.1	583	6530
ENA|K03455|K03455.1	584	6530
ENA|K03455|K03455.1	585	6529
ENA|K03455|K03455.1	586	6531
ENA|K03455|K03455.1	587	6527
ENA|K03455|K03455.1	588	6529
ENA|K03455|K03455.1	589	6530
ENA|K03455|K03455.1	590	6523
ENA|K03455|K03455.1	591	6539
ENA|K03455|K03455.1	592	6505
ENA|K03455|K03455.1	593	6539
ENA|K03455|K03455.1	594	6545
ENA|K03455|K03455.1	595	6550
ENA|K03455|K03455.1	596	6555
ENA|K03455|K03455.1	597	6552
ENA|K03455|K03455.1	598	6561
ENA|K03455|K03455.1	599	6562
ENA|K03455|K03455.1	600	6566
ENA|K03455|K03455.1	601	6565
ENA|K03455|K03455.1	602	6570
ENA|K03455|K03455.1	603	6565
ENA|K03455|K03455.1	604	6566
ENA|K03455|K03455.1	605	6564
ENA|K03455|K03455.1	606	6528
ENA|K03455|K03455.1	607	6552
ENA|K03455|K03455.1	608	6585
ENA|K03455|K03455.1	609	6586
ENA|K03455|K03455.1	610	6587
ENA|K03455|K03455.1	611	6584
ENA|K03455|K03455.1	612	6585
ENA|K03455|K03455.1	613	6562
ENA|K03455|K03455.1	614	6572
ENA|K03455|K03455.1	615	6538
ENA|K03455|K03455.1	616	6634
ENA|K03455|K03455.1	617	6630
ENA|K03455|K03455.1	618	6639
ENA|K03455|K03455.1	619	6634
ENA|K03455|K03455.1	620	6640
ENA|K03455|K03455.1	621	6641
ENA|K03455|K03455.1	622	6638
ENA|K03455|K03455.1	623	6640
ENA|K03455|K03455.1	624	6640
ENA|K03455|K03455.1	625	6601
ENA|K03455|K03455.1	626	6650
ENA|K03455|K03455.1	627	6646
ENA|K03455|K03455.1	628	6649
ENA|K03455|K03455.1	629	6649
ENA|K03455|K03455.1	630	6652
ENA|K03455|K03455.1	631	6651
ENA|K03455|K03455.1	632	6649
ENA|K03455|K03455.1	633	6651
ENA|K03455|K03455.1	634	6634
ENA|K03455|K03455.1	635	6655
ENA|K03455|K03455.1	636	6636
ENA|K03455|K03455.1	637	6655
ENA|K03455|K03455.1	638	6657
ENA|K03455|K03455.1	639	6647
ENA|K03455|K03455.1	640	6657
ENA|K03455|K03455.1	641	6661
ENA|K03455|K03455.1	642	6638
ENA|K03455|K03455.1	643	6652
ENA|K03455|K03455.1	644	6654
ENA|K03455|K03455.1	645	6637
ENA|K03455|K03455.1	646	6634
ENA|K03455|K03455.1	647	6641
ENA|K03455|K03455.1	648	6596
ENA|K03455|K03455.1	649	6687
ENA|K03455|K03455.1	650	6683
ENA|K03455|K03455.1	651	6694
ENA|K03455|K03455.1	652	6684
ENA|K03455|K03455.1	653	6692
ENA|K03455|K03455.1	654	6700
ENA|K03455|K03455.1	655	6665
ENA|K03455|K03455.1	656	6673
ENA|K03455|K03455.1	657	6657
ENA|K03455|K03455.1	658	6663
ENA|K03455|K03455.1	659	6495
ENA|K03455|K03455.1	660	6540
ENA|K03455|K03455.1	661	6535
ENA|K03455|K03455.1	662	6528
ENA|K03455|K03455.1	663	6655
ENA|K03455|K03455.1	664	6679
ENA|K03455|K03455.1	665	6742
ENA|K03455|K03455.1	666	6803
ENA|K03455|K03455.1	667	6779
ENA|K03455|K03455.1	668	6809
ENA|K03455|K03455.1	669	6806
ENA|K03455|K03455.1	670	6823
ENA|K03455|K03455.1	671	6828
ENA|K03455|K03455.1	672	6825
ENA|K03455|K03455.1	673	6782
ENA|K03455|K03455.1	674	6675
ENA|K03455|K03455.1	675	6786
ENA|K03455|K03455.1	676	6798
ENA|K03455|K03455.1	677	6869
ENA|K03455|K03455.1	678	6869
ENA|K03455|K03455.1	679	6853
ENA|K03455|K03455.1	680	6860
ENA|K03455|K03455.1	681	6856
ENA|K03455|K03455.1	682	6869
ENA|K03455|K03455.1	683	6845
ENA|K03455|K03455.1	684	6868
ENA|K03455|K03455.1	685	6868
ENA|K03455|K03455.1	686	6835
ENA|K03455|K03455.1	687	6845
ENA|K03455|K03455.1	688	6889
ENA|K03455|K03455.1	689	6893
ENA|K03455|K03455.1	690	6755
ENA|K03455|K03455.1	691	6786
ENA|K03455|K03455.1	692	6764
ENA|K03455|K03455.1	693	6733
ENA|K03455|K03455.1	694	6751
ENA|K03455|K03455.1	695	6685
ENA|K03455|K03455.1	696	6892
ENA|K03455|K03455.1	697	6875
ENA|K03455|K03455.1	698	6846
ENA|K03455|K03455.1	699	6899
ENA|K03455|K03455.1	700	6905
ENA|K03455|K03455.1	701	6899
ENA|K03455|K03455.1	702	6891
ENA|K03455|K03455.1	703	6867
ENA|K03455|K03455.1	704	6572
ENA|K03455|K03455.1	705	6746
ENA|K03455|K03455.1	706	6921
ENA|K03455|K03455.1	707	6930
ENA|K03455|K03455.1	708	6931
ENA|K03455|K03455.1	709	6930
ENA|K03455|K03455.1	710	6888
ENA|K03455|K03455.1	711	6873
ENA|K03455|K03455.1	712	6836
ENA|K03455|K03455.1	713	6581
ENA|K03455|K03455.1	714	6371
ENA|K03455|K03455.1	715	6492
ENA|K03455|K03455.1	716	6566
ENA|K03455|K03455.1	717	6470
ENA|K03455|K03455.1	718	6630
ENA|K03455|K03455.1	719	6619
ENA|K03455|K03455.1	720	6572
ENA|K03455|K03455.1	721	6554
ENA|K03455|K03455.1	722	6496
ENA|K03455|K03455.1	723	6520
ENA|K03455|K03455.1	724	6780
ENA|K03455|K03455.1	725	6577
ENA|K03455|K03455.1	726	6562
ENA|K03455|K03455.1	727	6586
ENA|K03455|K03455.1	728	6515
ENA|K03455|K03455.1	729	6376
ENA|K03455|K03455.1	730	6063
ENA|K03455|K03455.1	731	6301
ENA|K03455|K03455.1	732	6348
ENA|K03455|K03455.1	733	6421
ENA|K03455|K03455.1	734	6416
ENA|K03455|K03455.1	735	6235
ENA|K03455|K03455.1	736	6448
ENA|K03455|K03455.1	737	6573
ENA|K03455|K03455.1	738	6455
ENA|K03455|K03455.1	739	6637
ENA|K03455|K03455.1	740	6165
ENA|K03455|K03455.1	741	6429
ENA|K03455|K03455.1	742	6291
ENA|K03455|K03455.1	743	6828
ENA|K03455|K03455.1	744	6856
ENA|K03455|K03455.1	745	6854
ENA|K03455|K03455.1	746	6771
ENA|K03455|K03455.1	747	6706
ENA|K03455|K03455.1	748	6612
ENA|K03455|K03455.1	749	6778
ENA|K03455|K03455.1	750	6863
ENA|K03455|K03455.1	751	6771
ENA|K03455|K03455.1	752	6791
ENA|K03455|K03455.1	753	6624
